"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","language","profileImageURL"
"100","RT @BrandonTopps: NEW VID - We Hate These lot!"" A Must win game - NLD PREVIEW https://t.co/IgrljQC6ty via @YouTube #Arsenal #spurs #coyg",FALSE,0,NA,2017-11-16 17:52:11,FALSE,NA,"931218355687755778",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AkwoLouis",6,TRUE,FALSE,NA,NA,"Yaound√©","en","http://pbs.twimg.com/profile_images/796443781432279047/q8jxNsQN_normal.jpg"
"101","UOL Ì†ΩÌ≥∞ | Lucas #Moura is almost certain to leave in January. Of all the clubs that have shown interest in him, he is‚Ä¶ https://t.co/4RIqxx5VXL",FALSE,0,NA,2017-11-16 17:52:10,TRUE,NA,"931218348704137218",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MyFussbllTweets",1,FALSE,FALSE,NA,NA,"London, England","en","http://pbs.twimg.com/profile_images/897247706665676800/G6yTJ0Ce_normal.jpg"
"102","@barneyronay Maybe he could do 15 games every year for #arsenal mainly when playing top 6 sides #WengerSilvaJobShare",FALSE,0,"barneyronay",2017-11-16 17:50:40,FALSE,"931070931405033474","931217973691461633","47912448","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","riz_uk",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/676013423025614848/jY0InDLj_normal.jpg"
"103","Ì†ΩÌ∑ì 15 years ago today...
#arsenal #gunners #HENRY #thierryhenry
#12thmantimes #tmt #jtse https://t.co/jYPdcBE3Nb",FALSE,0,NA,2017-11-16 17:50:17,FALSE,NA,"931217877499199488",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","the12thmantimes",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/817643595616243712/0E1MRx7f_normal.jpg"
"104","So, here's Mauricio Pochettino hugging a huge cock and ball ...
#Arsenal #AFC #Gooners #COYS #Tottenham #Spurs‚Ä¶ https://t.co/KhlQjjO8mX",FALSE,0,NA,2017-11-16 17:49:26,TRUE,NA,"931217663845597184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sinkaspud",0,FALSE,FALSE,NA,NA,"North London","en","http://pbs.twimg.com/profile_images/1373315261/sinkaspud_normal.jpg"
"105","#ArsenalFC #Arsenal #AFC Premier League summer signings rated for big 6 clubs https://t.co/VJhaQKLkUr https://t.co/yK1u3UDDCW",FALSE,0,NA,2017-11-16 17:48:56,FALSE,NA,"931217538247208961",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","arsenalnewsonly",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/919525798012362752/z_sHxuQW_normal.jpg"
"106","RT @Stuart_PhotoAFC: Thierry Henry's goal v spurs from 16th November 2002. #TH14 #arsenal #afc https://t.co/6N4RmYyxD4",FALSE,0,NA,2017-11-16 17:48:34,FALSE,NA,"931217445544742918",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","D_Floriiian",151,TRUE,FALSE,NA,NA,"France","fr","http://pbs.twimg.com/profile_images/924823196842512389/DZdLYUe5_normal.jpg"
"107","RT @GunnerBallZ: What have you made of our summer signings so far? ‚òÄÔ∏è #lacazette  #kolasinac #arsenal #afc #puma https://t.co/9wGLalaSZp",FALSE,0,NA,2017-11-16 17:48:20,FALSE,NA,"931217385692057601",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","GunnerBallZ",3,TRUE,FALSE,NA,NA,"Emirates Stadium","en","http://pbs.twimg.com/profile_images/928619514794737664/0y0vMvYG_normal.jpg"
"108","Still my fav #NLD derby photo ever! What I‚Äôd give to have another @ThierryHenry in the team atm #arsenal #afc #coyg‚Ä¶ https://t.co/OqkyvHCbsi",FALSE,0,NA,2017-11-16 17:46:32,TRUE,NA,"931216930974896128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rdrew86",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/493165445063913472/xy0KJBPP_normal.jpeg"
"109","Wright: Kane and Lacazette are desperate to score goals by @jeinchy29 #Arsenal https://t.co/KPKVgxJBsT",FALSE,1,NA,2017-11-16 17:46:28,FALSE,NA,"931216913866395648",NA,"<a href=""http://dailycannon.com"" rel=""nofollow"">DC 2017</a>","DailyCannon",1,FALSE,FALSE,NA,NA,"Everywhere","en","http://pbs.twimg.com/profile_images/875719052538380288/5UtBPLut_normal.png"
"110","RT @BrandonTopps: NEW VID - We Hate These lot!"" A Must win game - NLD PREVIEW https://t.co/IgrljQC6ty via @YouTube #Arsenal #spurs #coyg",FALSE,0,NA,2017-11-16 17:45:55,FALSE,NA,"931216775592775680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheGoonerette",6,TRUE,FALSE,NA,NA,"London, England","en","http://pbs.twimg.com/profile_images/930521510435086336/d5LYPrWV_normal.jpg"
"111","#Tottenham manager Mauricio Pochettino showing more respect for #Wenger than 'supposed' #Arsenal fan @piersmorgan‚Ä¶ https://t.co/uU2cEPqvRK",FALSE,0,NA,2017-11-16 17:44:55,TRUE,NA,"931216524018356224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sinkaspud",0,FALSE,FALSE,NA,NA,"North London","en","http://pbs.twimg.com/profile_images/1373315261/sinkaspud_normal.jpg"
"112","RT @Stuart_PhotoAFC: Thierry Henry's goal v spurs from 16th November 2002. #TH14 #arsenal #afc https://t.co/6N4RmYyxD4",FALSE,0,NA,2017-11-16 17:44:38,FALSE,NA,"931216454254333953",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Shrek_Shreyas",151,TRUE,FALSE,NA,NA,"B'lore,Karnataka,INDIA","en","http://pbs.twimg.com/profile_images/919159677350322176/uOYaAIjc_normal.jpg"
"113","After watching the Germany game #wenger needs to play @MesutOzil1088 in the number 10 position.. Stop playing him o‚Ä¶ https://t.co/0MiFsagvU5",FALSE,0,NA,2017-11-16 17:44:34,TRUE,NA,"931216437150175232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ria_Vango",0,FALSE,FALSE,NA,NA,"Rochester, England","en","http://pbs.twimg.com/profile_images/930542281001787393/lVO2qkHQ_normal.jpg"
"114","#ArsenalFC #Arsenal Jens Lehmann: How I helped Cesc Fabregas stay grounded at Arsenal https://t.co/9ZMP9I3oxF",FALSE,1,NA,2017-11-16 17:43:56,FALSE,NA,"931216276852232193",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","arsenalnewsonly",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/919525798012362752/z_sHxuQW_normal.jpg"
"115","Article: #Arsenal v Tottenham: Wenger and Pochettino preview north London derby ‚Äì video https://t.co/FkVI6teyTG",FALSE,0,NA,2017-11-16 17:43:19,FALSE,NA,"931216121537220609",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","CharmCityGooner",0,FALSE,FALSE,NA,NA,"Baltimore, MD","en","http://pbs.twimg.com/profile_images/703943310470152192/dMwSHfWi_normal.jpg"
"116","RT @BrandonTopps: NEW VID - We Hate These lot!"" A Must win game - NLD PREVIEW https://t.co/IgrljQC6ty via @YouTube #Arsenal #spurs #coyg",FALSE,0,NA,2017-11-16 17:42:58,FALSE,NA,"931216033767190528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FutbolAlarcon",6,TRUE,FALSE,NA,NA,"Londres","en","http://pbs.twimg.com/profile_images/813371583813287936/xsVG4Jgv_normal.jpg"
"117","RT @Joepav77: Arsenal vs Tottenham Hotspur
https://t.co/cp6c1tqvw5

#Arsenal #Gunners #PremierLeague #soccer #Spurs #TottenhamHotspur https‚Ä¶",FALSE,0,NA,2017-11-16 17:41:53,FALSE,NA,"931215762353741824",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sarkararif56",1432,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/829553033998630912/aoGguQek_normal.jpg"
"118","RT @simbactz: Que des num√©ros 10 dans ma team
#Arsenal https://t.co/2NOccInZpQ",FALSE,0,NA,2017-11-16 17:41:21,FALSE,NA,"931215627385176064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FedorZor",47,TRUE,FALSE,NA,NA,"Saint-Denis, France","fr","http://pbs.twimg.com/profile_images/890959635523538944/WRl5v4mi_normal.jpg"
"119","This is for those who say Ozil is lazy. #TouchlineFracas #arsenal https://t.co/eELu1gtDjC",FALSE,0,NA,2017-11-16 17:40:59,FALSE,NA,"931215534347218945",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","StefonWilliams7",0,FALSE,FALSE,NA,NA,"London, England","en","http://pbs.twimg.com/profile_images/902601088083173376/4dVCot9i_normal.jpg"
"120","RT @BrandonTopps: NEW VID - We Hate These lot!"" A Must win game - NLD PREVIEW https://t.co/IgrljQC6ty via @YouTube #Arsenal #spurs #coyg",FALSE,0,NA,2017-11-16 17:40:44,FALSE,NA,"931215474536386560",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MUTCHARSENAL",6,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/757312807536820224/xzJmwOGz_normal.jpg"
"121","RT @Joepav77: Arsenal vs Tottenham Hotspur
https://t.co/cp6c1tqvw5

#Arsenal #Gunners #PremierLeague #soccer #Spurs #TottenhamHotspur https‚Ä¶",FALSE,0,NA,2017-11-16 17:40:11,FALSE,NA,"931215333880483840",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GhxstBlooded",1432,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/758165957294583809/U_Id4TZR_normal.jpg"
"122","#ENG #MUFC #LUFC #LFC #WFC #Arsenal #avfc #bcfc #cpfc #premiership Sign up for a Risk FREE #Matchedbetting trial https://t.co/m9WXICTxe3",FALSE,0,NA,2017-11-16 17:40:00,FALSE,NA,"931215289349390336",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","BerserkaB",0,FALSE,FALSE,NA,NA,"United Kingdom","en","http://pbs.twimg.com/profile_images/857720747678208000/ild9cw-L_normal.jpg"
"123","#ENG #MUFC #LUFC #LFC #WFC #Arsenal #avfc #bcfc #cpfc #premiership Sign up for a Risk FREE #Matchedbetting trial https://t.co/N3rphf9FKs",FALSE,0,NA,2017-11-16 17:40:00,FALSE,NA,"931215288716075008",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","WFC_MatchedBet",0,FALSE,FALSE,NA,NA,"London, England","en","http://pbs.twimg.com/profile_images/851547407917744128/--qDPAOJ_normal.jpg"
"124","#ENG #MUFC #LUFC #LFC #WFC #Arsenal #avfc #bcfc #cpfc #premiership Sign up for a Risk FREE #Matchedbetting trial https://t.co/8XdIMe1y3A",FALSE,0,NA,2017-11-16 17:40:00,FALSE,NA,"931215288611287040",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","BerserkaBets",0,FALSE,FALSE,NA,NA,"United Kingdom","en","http://pbs.twimg.com/profile_images/857722262786637826/dkW2qOwq_normal.jpg"
"125","#ENG #MUFC #LUFC #LFC #WFC #Arsenal #avfc #bcfc #cpfc #premiership Sign up for a Risk FREE #Matchedbetting trial https://t.co/Kv2dvpZeHH",FALSE,0,NA,2017-11-16 17:40:00,FALSE,NA,"931215288284069888",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","BerserkaBets1",0,FALSE,FALSE,NA,NA,"London, UK","en-gb","http://pbs.twimg.com/profile_images/857723052171423745/_QmvTxac_normal.jpg"
"126","#ArsenalFC #Arsenal #AFC Premier League form in 2017: Team with the most away goals scored revealed https://t.co/A7NEXl3Ydk",FALSE,0,NA,2017-11-16 17:39:06,FALSE,NA,"931215059686129664",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","arsenalnewsonly",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/919525798012362752/z_sHxuQW_normal.jpg"
"127","RT @polysaraujo: Sorte? Acredito mais em merecimento.. #Arsenal #CampeasInvictas #CopaFama Ì†ºÌøÜ‚öΩÌ†ΩÌ±£Ì†ΩÌ∏çÌ†ΩÌ±è https://t.co/906vT2g8yk",FALSE,0,NA,2017-11-16 17:38:04,FALSE,NA,"931214803196108800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dricancoelho",3,TRUE,FALSE,NA,NA,"Viana, Brasil","pt","http://pbs.twimg.com/profile_images/929481074928910337/IwcACp0u_normal.jpg"
"128","RT @Joepav77: Arsenal vs Tottenham Hotspur
https://t.co/cp6c1tqvw5

#Arsenal #Gunners #PremierLeague #soccer #Spurs #TottenhamHotspur https‚Ä¶",FALSE,0,NA,2017-11-16 17:38:04,FALSE,NA,"931214802722045952",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ipct29sagorLopa",1432,TRUE,FALSE,NA,NA,"Bangladesh","en","http://pbs.twimg.com/profile_images/907806080700256257/pPGlcH72_normal.jpg"
"129","Ars√®ne Wenger Press Conference Pre - Arsenal vs Tottenham Hotspur - Prem... https://t.co/nlJz65QKwL via #northlondonderby #Arsenal #Wenger",FALSE,0,NA,2017-11-16 17:37:46,FALSE,NA,"931214727371481088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","footypressroom",0,FALSE,FALSE,NA,NA,"London, England","en","http://pbs.twimg.com/profile_images/927109433070678016/HXEBXgtR_normal.jpg"
"130","NEW VID - We Hate These lot!"" A Must win game - NLD PREVIEW https://t.co/IgrljQC6ty via @YouTube #Arsenal #spurs #coyg",FALSE,6,NA,2017-11-16 17:37:31,FALSE,NA,"931214664364691456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BrandonTopps",6,FALSE,FALSE,NA,NA,"@arsenalmatchtv","en","http://pbs.twimg.com/profile_images/929433821480669184/mpoIul2t_normal.jpg"
"131","RT @Andyriley88: This Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç #Wenger #Arsenal #LFC #Christmas #JohnLewis #Top4 #XMAS #football #BPL https://t.co/TlmaYl0hv9",FALSE,0,NA,2017-11-16 17:37:19,FALSE,NA,"931214614473465861",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lfc_talk_pod",1,TRUE,FALSE,NA,NA,"Wicklow, Ireland","en","http://pbs.twimg.com/profile_images/925389794246561793/Ns1iONoK_normal.jpg"
"132","RT @arseblognews: New: Wenger: Jack can still win over Southgate https://t.co/kPqUd119hi #arsenal #afc https://t.co/6YTwGawOEh",FALSE,0,NA,2017-11-16 17:37:14,FALSE,NA,"931214590008004608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","esia_arsenaly",4,TRUE,FALSE,NA,NA,"Sudan Khartoum Burrry‚ô•‚ô•‚ô•‚ô•‚ô•","ar","http://pbs.twimg.com/profile_images/930416387910176768/X28qP5X4_normal.jpg"
"133","RT @DailyStar_Sport: #Arsenal set to lose Jack Wilshere as Real Betis ‚Äòbelieve they are close‚Äô to signing Gunners star #AFC #NLD #COYG

htt‚Ä¶",FALSE,0,NA,2017-11-16 17:37:11,FALSE,NA,"931214579505532934",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Albertoonavass",20,TRUE,FALSE,NA,NA,"","es","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"134","Arsene Wenger says Santi Cazorla's ankle injury was the worst he has ever seen - but hopes he will return to action‚Ä¶ https://t.co/ZV1GkS47yo",FALSE,0,NA,2017-11-16 17:36:43,TRUE,NA,"931214461075165184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AFP_Sport",1,FALSE,FALSE,NA,NA,"Everywhere","en","http://pbs.twimg.com/profile_images/443071673353256961/dys72rLp_normal.jpeg"
"135","RT @arseblognews: New: Wenger: Jack can still win over Southgate https://t.co/kPqUd119hi #arsenal #afc https://t.co/6YTwGawOEh",FALSE,0,NA,2017-11-16 17:36:19,FALSE,NA,"931214361934356487",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","deb_peter",4,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/463700953380577282/FWfRDnMO_normal.png"
"136","RT @EPLpod: New episode: Have Spurs eclipsed Arsenal? #PodernFamily Cc: @eatmygoaltv https://t.co/BKtVYKYrv4 #Spurs #Arsenal https://t.co/c‚Ä¶",FALSE,0,NA,2017-11-16 17:35:50,FALSE,NA,"931214241280987137",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EPLpod",7,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/866528999245103104/p8VpNd3f_normal.jpg"
"137","#COYG #NLIR #ARSENAL #FOYS https://t.co/WExywBdDDC",FALSE,0,NA,2017-11-16 17:35:43,FALSE,NA,"931214211287605248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Goonerbar",0,FALSE,FALSE,NA,NA,"Ireland (cork)","en","http://pbs.twimg.com/profile_images/899006748350140417/Pha2YOgu_normal.jpg"
"138","RT @arseblognews: New: Wenger: Jack can still win over Southgate https://t.co/kPqUd119hi #arsenal #afc https://t.co/6YTwGawOEh",FALSE,0,NA,2017-11-16 17:35:14,FALSE,NA,"931214090214703104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I_am_Emeka",4,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/909299720266375178/WgnJwgs1_normal.jpg"
"139","My #Arsenal 11 for the #AFCvTHFC match #NLD #NorthLondonDerby :
Cech
Koscielny
Holding
Monreal

Kolasinac
Bellerin‚Ä¶ https://t.co/pYLOmRuKb7",FALSE,0,NA,2017-11-16 17:33:57,TRUE,NA,"931213763554037762",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SatpreetRihal",0,FALSE,FALSE,NA,NA,"London, England","en","http://pbs.twimg.com/profile_images/913061789201510400/9e5caY1w_normal.jpg"
"140","Wenger: ""Its always a fierce derby. You have to keep your nerves, focus on the game &amp; have full commitment while be‚Ä¶ https://t.co/HPAG95IsCK",FALSE,0,NA,2017-11-16 17:33:19,TRUE,NA,"931213608234520576",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","the12thmantimes",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/817643595616243712/0E1MRx7f_normal.jpg"
"141","As an Arsenal fan im starting to feel like a West Ham fan that keeps goin on about how they won the World Cup! ‚ÄòWe‚Ä¶ https://t.co/NWUR6wmhgJ",FALSE,0,NA,2017-11-16 17:32:27,TRUE,NA,"931213389807964160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ishewz",0,FALSE,FALSE,NA,NA,"essex, england ‚úåÌ†ºÌøª","en","http://pbs.twimg.com/profile_images/864386573953105921/sMoPa1NM_normal.jpg"
"142","RT @arseblognews: New: Wenger: Jack can still win over Southgate https://t.co/kPqUd119hi #arsenal #afc https://t.co/6YTwGawOEh",FALSE,0,NA,2017-11-16 17:32:20,FALSE,NA,"931213358094831623",NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","arseblog",4,TRUE,FALSE,NA,NA,"Dublin","en","http://pbs.twimg.com/profile_images/905361929736249344/uQZDgItm_normal.jpg"
"143","Ozil is sooo lazy Ì†ΩÌπÑ

In English football there is a lack of appreciation for the difficult skill of consistently fi‚Ä¶ https://t.co/na226ZRZiF",FALSE,0,NA,2017-11-16 17:32:12,TRUE,NA,"931213324280320000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","StefonWilliams7",0,FALSE,FALSE,NA,NA,"London, England","en","http://pbs.twimg.com/profile_images/902601088083173376/4dVCot9i_normal.jpg"
"144","New: Wenger: Jack can still win over Southgate https://t.co/kPqUd119hi #arsenal #afc https://t.co/6YTwGawOEh",FALSE,12,NA,2017-11-16 17:32:11,FALSE,NA,"931213320836866050",NA,"<a href=""http://news.arseblog.com"" rel=""nofollow"">Arseblog News2</a>","arseblognews",4,FALSE,FALSE,NA,NA,"Dublin :: London","en","http://pbs.twimg.com/profile_images/905117201614680064/mWjKI7wX_normal.jpg"
"145","Wenger told to stop mismanaging Lacazette after France brace by @afcDW #Arsenal https://t.co/P2IcwvaQAH",FALSE,1,NA,2017-11-16 17:31:07,FALSE,NA,"931213051893760000",NA,"<a href=""http://dailycannon.com"" rel=""nofollow"">DC 2017</a>","DailyCannon",0,FALSE,FALSE,NA,NA,"Everywhere","en","http://pbs.twimg.com/profile_images/875719052538380288/5UtBPLut_normal.png"
"146","RT @salem1983_snake: #Arsenal Ì†ΩÌ∏çÌ†ΩÌ∏çÌ†ΩÌ∏ç #PES2018 https://t.co/TkWwXuQXrn",FALSE,0,NA,2017-11-16 17:31:06,FALSE,NA,"931213047812820994",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hassan71709906",1,TRUE,FALSE,NA,NA,"","ar","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"147","#AtleticoTucuman | Concentrados del Decano vs #Arsenal https://t.co/KY2mgEoPFz",FALSE,2,NA,2017-11-16 17:30:52,FALSE,NA,"931212991013572608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FutbolShowOk",0,FALSE,FALSE,NA,NA,"Buenos Aires, Argentina","es","http://pbs.twimg.com/profile_images/767874594464202753/IFcgIq6a_normal.jpg"
"148","RT @GoonerRamble: He must start on Saturday right? (In an #Arsenal shirt, not Lyon!) #AFC https://t.co/1wvEzZ6OHG",FALSE,0,NA,2017-11-16 17:30:35,FALSE,NA,"931212918221410304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Marblehalls_TV",7,TRUE,FALSE,NA,NA,"At Highbury and the Emirates","en","http://pbs.twimg.com/profile_images/680164678220136449/PBegHWTo_normal.jpg"
"149","89 - the film everyone‚Äôs talking about! https://t.co/nknO7EuKO1 #TheArsenal #AFC #Arsenal",FALSE,1,NA,2017-11-16 17:30:08,FALSE,NA,"931212806162210816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","10akhil",0,FALSE,FALSE,NA,NA,"London/Hounslow","en","http://pbs.twimg.com/profile_images/724573242682429440/FltFfx--_normal.jpg"
"150","Treinador do Arsenal refere-se √† les√£o de Carzola como a pior que j√° viu https://t.co/17FsKMBYSw #transfermarkt #cazorla #wenger #Arsenal",FALSE,0,NA,2017-11-16 17:30:05,FALSE,NA,"931212793587683335",NA,"<a href=""http://www.transfermarkt.de/"" rel=""nofollow"">TM Poster</a>","TMpt_news",0,FALSE,FALSE,NA,NA,"","de","http://pbs.twimg.com/profile_images/926433040276115461/Igkrjaho_normal.jpg"
